6, 13, 46, 38, 47, 11, 10, 52, 8, 21, 23, 9, 25, 45, 28, 30, 44, 34, 19, 2, 41, 15, 43, 42, 14, 20, 0, 50, 5, 4, 37, 35, 49, 1, 29, 27, 39, 26, 17, 32, 16, 48, 3, 7, 51, 18, 22, 31, 40, 12, 33, 36, 24, 
3, 6, 45, 1, 42, 34, 47, 39, 22, 44, 12, 49, 15, 50, 23, 25, 7, 18, 20, 17, 2, 33, 31, 46, 8, 30, 41, 4, 21, 35, 37, 19, 38, 48, 16, 52, 26, 27, 9, 32, 13, 5, 43, 29, 40, 14, 10, 28, 51, 0, 11, 36, 24, 
22, 14, 44, 23, 12, 19, 0, 38, 30, 36, 48, 31, 17, 2, 4, 25, 32, 26, 47, 15, 45, 24, 9, 3, 13, 16, 11, 33, 28, 51, 46, 50, 27, 41, 40, 8, 37, 34, 35, 42, 6, 49, 29, 1, 52, 7, 10, 21, 43, 5, 39, 18, 20, 
2, 43, 6, 0, 23, 3, 42, 33, 28, 36, 17, 15, 14, 4, 16, 35, 49, 19, 25, 50, 52, 30, 45, 44, 22, 12, 39, 46, 7, 38, 1, 9, 27, 20, 24, 41, 13, 51, 34, 48, 32, 47, 8, 37, 5, 11, 10, 40, 18, 29, 21, 31, 26, 
7, 27, 21, 15, 45, 32, 25, 36, 30, 20, 51, 13, 52, 22, 14, 26, 4, 44, 23, 29, 2, 48, 11, 28, 33, 24, 34, 38, 3, 17, 43, 6, 50, 47, 41, 16, 9, 0, 18, 35, 39, 5, 40, 10, 31, 46, 42, 49, 12, 19, 37, 1, 8, 
22, 27, 24, 49, 33, 13, 11, 40, 51, 4, 50, 8, 10, 2, 42, 41, 28, 36, 32, 16, 20, 45, 21, 35, 30, 5, 37, 25, 0, 47, 14, 31, 46, 48, 34, 3, 9, 18, 7, 23, 12, 26, 44, 38, 39, 19, 15, 1, 17, 6, 29, 43, 52, 
20, 19, 47, 22, 38, 49, 14, 39, 1, 9, 45, 7, 2, 25, 44, 26, 32, 43, 30, 50, 29, 51, 3, 0, 52, 18, 35, 46, 17, 36, 40, 16, 8, 15, 4, 13, 48, 12, 41, 21, 24, 6, 34, 42, 31, 28, 11, 5, 37, 33, 27, 23, 10, 
18, 7, 2, 10, 51, 36, 48, 52, 4, 19, 1, 22, 47, 35, 12, 0, 44, 8, 43, 3, 14, 27, 5, 26, 24, 32, 39, 28, 23, 34, 41, 11, 6, 42, 37, 38, 20, 30, 13, 17, 33, 50, 29, 9, 45, 25, 15, 21, 40, 16, 49, 31, 46, 
22, 49, 23, 8, 27, 47, 7, 41, 24, 35, 33, 4, 0, 5, 15, 13, 18, 9, 40, 32, 45, 20, 30, 51, 34, 21, 28, 31, 36, 43, 44, 10, 37, 3, 16, 26, 2, 39, 17, 11, 6, 19, 50, 14, 42, 1, 48, 38, 46, 12, 52, 25, 29, 
33, 12, 43, 22, 15, 51, 38, 27, 26, 30, 13, 40, 1, 25, 29, 49, 17, 44, 18, 34, 16, 0, 21, 24, 31, 4, 36, 37, 5, 35, 48, 7, 52, 9, 8, 14, 39, 32, 19, 10, 20, 42, 41, 3, 6, 23, 45, 28, 11, 46, 47, 2, 50, 
14, 39, 12, 41, 7, 25, 40, 26, 48, 32, 30, 21, 50, 10, 29, 31, 0, 5, 28, 36, 44, 51, 47, 52, 33, 4, 42, 24, 3, 27, 19, 38, 43, 8, 1, 13, 35, 49, 2, 15, 20, 11, 17, 9, 18, 16, 34, 22, 45, 6, 23, 46, 37, 
48, 18, 34, 49, 35, 40, 19, 15, 29, 8, 25, 33, 11, 36, 24, 0, 4, 44, 27, 42, 37, 32, 7, 2, 50, 52, 46, 9, 22, 31, 5, 14, 20, 17, 26, 10, 41, 43, 1, 6, 51, 3, 47, 38, 28, 12, 39, 13, 45, 21, 16, 30, 23, 
24, 31, 18, 46, 19, 11, 2, 33, 36, 10, 29, 20, 39, 8, 5, 47, 4, 40, 41, 44, 48, 50, 51, 7, 30, 49, 22, 35, 52, 12, 45, 0, 28, 25, 42, 6, 3, 14, 32, 27, 23, 15, 38, 9, 34, 16, 1, 26, 17, 21, 37, 43, 13, 
4, 6, 12, 17, 41, 46, 24, 28, 23, 34, 29, 49, 8, 10, 52, 22, 9, 31, 1, 32, 39, 51, 18, 13, 37, 21, 2, 38, 25, 42, 40, 5, 48, 47, 19, 14, 35, 3, 36, 43, 15, 44, 16, 33, 7, 26, 45, 20, 30, 27, 0, 11, 50, 
6, 8, 7, 4, 27, 43, 9, 45, 40, 50, 31, 48, 5, 49, 22, 37, 15, 35, 16, 2, 20, 47, 10, 38, 1, 42, 28, 23, 21, 34, 26, 0, 25, 33, 11, 44, 32, 36, 39, 52, 18, 46, 12, 19, 29, 51, 30, 14, 24, 3, 41, 17, 13, 
14, 11, 1, 29, 30, 40, 36, 6, 15, 28, 0, 38, 34, 39, 31, 50, 48, 23, 10, 7, 22, 25, 33, 44, 45, 16, 13, 46, 17, 32, 43, 41, 19, 24, 37, 12, 51, 26, 35, 21, 27, 42, 18, 9, 3, 49, 8, 52, 4, 47, 5, 20, 2, 
25, 35, 47, 49, 37, 50, 12, 6, 24, 5, 4, 23, 3, 51, 22, 42, 34, 27, 13, 52, 39, 46, 14, 33, 16, 40, 0, 1, 43, 36, 19, 11, 38, 29, 31, 15, 30, 28, 8, 7, 26, 17, 32, 10, 21, 9, 45, 20, 41, 44, 2, 18, 48, 
7, 50, 0, 9, 8, 44, 31, 14, 12, 5, 28, 22, 15, 30, 3, 17, 47, 52, 34, 46, 51, 49, 10, 39, 25, 13, 41, 38, 2, 43, 32, 29, 42, 37, 26, 21, 1, 4, 27, 36, 35, 20, 16, 19, 40, 24, 11, 33, 45, 18, 6, 23, 48, 
2, 10, 32, 37, 39, 15, 31, 44, 26, 1, 42, 9, 19, 4, 7, 18, 52, 51, 22, 49, 45, 0, 5, 38, 20, 13, 46, 41, 40, 21, 27, 35, 34, 33, 43, 28, 3, 16, 8, 24, 36, 14, 25, 47, 30, 29, 48, 50, 11, 23, 6, 17, 12, 
45, 22, 28, 46, 3, 2, 52, 51, 42, 15, 43, 37, 13, 4, 32, 49, 19, 10, 12, 36, 27, 48, 14, 30, 39, 6, 33, 9, 7, 31, 17, 21, 29, 23, 41, 44, 40, 18, 34, 16, 26, 8, 24, 1, 11, 0, 20, 25, 38, 47, 5, 35, 50, 
34, 22, 16, 28, 15, 41, 0, 9, 51, 39, 7, 6, 31, 17, 21, 10, 33, 8, 32, 44, 42, 35, 46, 5, 20, 30, 2, 11, 23, 13, 50, 47, 24, 43, 48, 14, 1, 26, 45, 18, 36, 27, 52, 25, 40, 29, 4, 12, 49, 37, 19, 38, 3, 
26, 44, 10, 2, 52, 34, 37, 6, 38, 41, 50, 13, 14, 12, 25, 8, 16, 51, 9, 23, 24, 47, 17, 19, 18, 21, 39, 28, 29, 32, 22, 15, 11, 49, 40, 31, 3, 35, 42, 1, 45, 48, 0, 36, 27, 33, 4, 20, 43, 30, 46, 7, 5, 
51, 22, 43, 34, 2, 5, 37, 12, 45, 3, 24, 9, 11, 27, 19, 40, 46, 8, 52, 1, 13, 25, 41, 23, 18, 31, 28, 50, 15, 16, 42, 6, 17, 4, 44, 30, 32, 0, 36, 35, 33, 21, 49, 48, 38, 29, 20, 26, 14, 7, 47, 10, 39, 
23, 32, 52, 42, 17, 15, 46, 7, 10, 8, 28, 31, 43, 18, 36, 51, 30, 2, 24, 26, 1, 9, 41, 12, 33, 6, 16, 35, 14, 5, 47, 21, 27, 25, 19, 13, 0, 38, 45, 34, 40, 44, 49, 4, 29, 3, 50, 37, 22, 48, 20, 11, 39, 
29, 21, 38, 8, 52, 4, 3, 41, 17, 30, 51, 15, 6, 7, 22, 16, 25, 2, 0, 26, 20, 13, 27, 45, 9, 18, 33, 39, 19, 37, 31, 40, 49, 36, 44, 1, 43, 10, 35, 14, 50, 42, 11, 23, 34, 5, 48, 47, 46, 12, 32, 24, 28, 
22, 1, 37, 11, 2, 51, 12, 35, 19, 39, 17, 28, 40, 48, 30, 29, 25, 24, 47, 3, 18, 52, 50, 5, 45, 31, 0, 46, 27, 38, 26, 36, 21, 10, 9, 33, 44, 6, 43, 14, 42, 23, 34, 13, 16, 7, 15, 49, 41, 8, 32, 4, 20, 
12, 47, 41, 29, 38, 40, 1, 26, 52, 15, 32, 19, 35, 23, 37, 5, 45, 9, 28, 4, 33, 36, 18, 22, 0, 46, 31, 2, 3, 30, 34, 42, 43, 10, 39, 24, 25, 48, 7, 11, 16, 14, 44, 27, 49, 8, 20, 13, 50, 6, 17, 51, 21, 
8, 3, 16, 13, 12, 22, 6, 33, 47, 25, 51, 32, 1, 37, 49, 15, 40, 34, 48, 20, 24, 42, 10, 27, 28, 41, 46, 52, 35, 36, 26, 30, 50, 7, 45, 18, 43, 4, 31, 19, 14, 39, 9, 17, 44, 29, 0, 21, 11, 23, 2, 38, 5, 
2, 11, 43, 50, 26, 14, 39, 34, 30, 20, 6, 1, 8, 33, 32, 9, 23, 29, 42, 15, 24, 16, 21, 12, 45, 19, 10, 13, 49, 41, 28, 22, 4, 0, 25, 35, 40, 7, 17, 51, 52, 5, 36, 18, 48, 37, 47, 31, 27, 44, 38, 3, 46, 
15, 6, 20, 38, 32, 46, 11, 25, 1, 52, 31, 0, 43, 37, 41, 2, 29, 27, 50, 16, 45, 19, 9, 36, 13, 48, 18, 34, 4, 49, 24, 7, 12, 23, 42, 39, 35, 47, 26, 14, 40, 3, 51, 30, 22, 8, 44, 33, 5, 21, 10, 28, 17, 
7, 43, 0, 35, 2, 27, 46, 38, 39, 47, 40, 31, 37, 11, 32, 18, 3, 22, 45, 21, 41, 48, 49, 28, 9, 20, 36, 30, 6, 13, 34, 29, 25, 8, 33, 24, 15, 16, 44, 12, 10, 51, 17, 5, 42, 14, 50, 23, 19, 26, 4, 1, 52, 
44, 37, 15, 50, 6, 35, 13, 11, 7, 31, 14, 17, 19, 32, 41, 43, 3, 21, 33, 38, 39, 30, 5, 24, 52, 40, 23, 25, 16, 45, 22, 0, 47, 46, 36, 29, 27, 51, 2, 9, 4, 12, 42, 8, 18, 34, 26, 10, 1, 28, 20, 48, 49, 
0, 27, 42, 51, 6, 13, 41, 4, 45, 43, 28, 50, 10, 40, 9, 8, 17, 32, 7, 38, 33, 21, 37, 36, 25, 30, 16, 24, 47, 22, 29, 46, 39, 49, 20, 19, 11, 52, 15, 12, 34, 48, 14, 31, 2, 26, 23, 44, 5, 1, 18, 3, 35, 
18, 29, 6, 25, 12, 26, 7, 17, 23, 14, 34, 44, 8, 24, 0, 46, 32, 2, 22, 33, 36, 21, 45, 19, 31, 39, 37, 4, 52, 50, 40, 20, 27, 15, 10, 1, 5, 47, 35, 3, 49, 28, 30, 13, 9, 48, 42, 51, 41, 43, 16, 38, 11, 
27, 24, 14, 37, 43, 15, 44, 35, 34, 8, 29, 52, 38, 33, 36, 0, 21, 28, 16, 10, 9, 18, 6, 11, 1, 17, 12, 5, 26, 48, 50, 39, 13, 20, 4, 42, 7, 32, 22, 49, 3, 31, 30, 45, 47, 2, 25, 51, 41, 19, 23, 46, 40, 
46, 51, 32, 31, 2, 17, 23, 40, 7, 45, 50, 9, 20, 37, 30, 19, 41, 48, 21, 25, 35, 42, 22, 12, 43, 13, 44, 15, 34, 27, 0, 36, 33, 52, 11, 16, 6, 14, 29, 39, 8, 38, 28, 18, 4, 5, 49, 1, 10, 47, 24, 3, 26, 
26, 6, 29, 30, 42, 1, 50, 40, 20, 28, 21, 46, 27, 16, 47, 24, 25, 33, 14, 39, 38, 41, 37, 45, 36, 23, 5, 22, 34, 44, 15, 19, 7, 51, 43, 17, 12, 32, 10, 0, 8, 49, 2, 4, 3, 18, 11, 48, 35, 31, 9, 13, 52, 
18, 7, 4, 46, 45, 51, 38, 52, 39, 40, 26, 50, 33, 0, 10, 22, 12, 37, 31, 42, 29, 11, 5, 15, 48, 16, 17, 9, 28, 21, 30, 24, 43, 32, 13, 25, 49, 19, 2, 23, 35, 20, 3, 27, 47, 6, 1, 41, 44, 14, 36, 8, 34, 
37, 4, 26, 52, 10, 25, 35, 34, 18, 17, 11, 2, 1, 14, 7, 8, 36, 48, 6, 27, 9, 45, 3, 19, 41, 15, 47, 0, 16, 23, 24, 22, 32, 21, 33, 13, 46, 12, 29, 43, 5, 31, 42, 39, 40, 44, 49, 51, 38, 50, 28, 30, 20, 
33, 18, 6, 23, 25, 37, 40, 10, 5, 41, 34, 48, 24, 12, 26, 29, 7, 4, 2, 31, 52, 43, 16, 17, 35, 46, 47, 42, 32, 19, 27, 21, 9, 36, 49, 14, 3, 13, 11, 8, 15, 30, 22, 44, 45, 39, 50, 20, 28, 51, 38, 0, 1, 
2, 20, 38, 48, 44, 11, 16, 31, 41, 46, 45, 23, 32, 36, 37, 0, 34, 43, 9, 24, 47, 42, 3, 17, 35, 4, 27, 39, 12, 7, 19, 52, 51, 40, 14, 26, 13, 5, 30, 33, 50, 15, 8, 25, 49, 22, 10, 29, 28, 1, 21, 6, 18, 
32, 45, 24, 35, 29, 38, 26, 31, 13, 0, 1, 9, 47, 16, 21, 10, 5, 19, 11, 34, 52, 41, 14, 20, 37, 51, 40, 2, 12, 25, 42, 7, 44, 33, 18, 15, 39, 22, 4, 43, 28, 36, 8, 27, 23, 50, 3, 48, 46, 49, 6, 30, 17, 
36, 42, 31, 23, 3, 2, 27, 11, 25, 38, 5, 33, 22, 49, 17, 48, 50, 4, 10, 1, 20, 32, 26, 28, 12, 41, 40, 34, 19, 37, 7, 8, 13, 51, 24, 0, 52, 43, 39, 18, 45, 46, 15, 44, 6, 14, 21, 16, 47, 35, 29, 9, 30, 
43, 4, 29, 18, 32, 13, 38, 26, 24, 20, 5, 3, 31, 44, 7, 6, 27, 35, 39, 1, 25, 42, 23, 17, 16, 12, 30, 46, 14, 40, 37, 22, 28, 0, 49, 11, 19, 52, 15, 47, 10, 51, 45, 36, 9, 41, 21, 50, 2, 48, 34, 33, 8, 
3, 14, 41, 17, 15, 49, 2, 27, 47, 37, 38, 25, 6, 34, 36, 51, 31, 24, 23, 11, 22, 50, 20, 28, 10, 26, 4, 39, 48, 16, 18, 30, 43, 45, 33, 7, 44, 0, 5, 52, 35, 42, 46, 1, 8, 32, 21, 29, 40, 12, 19, 13, 9, 
36, 1, 46, 49, 29, 18, 52, 27, 26, 33, 7, 43, 23, 50, 45, 21, 24, 40, 12, 5, 2, 25, 28, 16, 37, 20, 4, 34, 22, 11, 13, 44, 19, 6, 47, 42, 0, 9, 48, 15, 38, 31, 3, 8, 39, 35, 41, 30, 14, 32, 51, 17, 10, 
4, 26, 36, 24, 29, 27, 46, 48, 38, 18, 19, 25, 11, 21, 33, 5, 45, 51, 30, 40, 9, 44, 39, 20, 1, 52, 28, 35, 7, 42, 15, 16, 12, 2, 43, 8, 17, 47, 32, 31, 37, 3, 6, 14, 34, 49, 0, 50, 23, 13, 10, 41, 22, 
0, 32, 1, 51, 27, 48, 12, 13, 33, 16, 50, 38, 9, 5, 43, 26, 46, 49, 7, 28, 8, 23, 30, 22, 29, 10, 6, 34, 17, 18, 19, 35, 42, 41, 2, 39, 44, 25, 47, 37, 15, 20, 4, 3, 24, 21, 52, 40, 45, 36, 11, 14, 31, 
6, 23, 43, 19, 40, 31, 7, 42, 13, 52, 32, 41, 20, 34, 48, 16, 35, 3, 8, 12, 30, 1, 21, 39, 46, 2, 5, 25, 45, 37, 51, 50, 17, 38, 9, 24, 10, 4, 29, 44, 14, 36, 15, 0, 22, 33, 27, 47, 26, 11, 18, 28, 49, 
24, 19, 35, 42, 48, 8, 39, 29, 51, 14, 7, 18, 23, 3, 22, 10, 17, 20, 5, 15, 13, 30, 28, 9, 11, 16, 21, 50, 52, 25, 40, 6, 33, 1, 38, 26, 32, 45, 34, 37, 2, 44, 27, 31, 41, 46, 47, 36, 4, 49, 0, 12, 43, 
22, 24, 26, 25, 27, 29, 42, 15, 7, 4, 18, 2, 43, 12, 48, 45, 34, 23, 39, 17, 20, 38, 31, 3, 6, 1, 41, 11, 33, 47, 46, 28, 9, 50, 35, 14, 37, 51, 30, 32, 36, 19, 16, 40, 10, 49, 8, 21, 13, 0, 52, 5, 44, 
37, 50, 16, 15, 3, 14, 6, 12, 31, 4, 22, 36, 42, 39, 21, 45, 44, 48, 13, 40, 18, 24, 35, 2, 29, 34, 28, 11, 26, 5, 33, 0, 10, 43, 32, 47, 20, 30, 52, 8, 38, 1, 23, 51, 41, 19, 9, 46, 7, 25, 49, 17, 27, 
37, 45, 48, 43, 49, 30, 5, 25, 8, 38, 17, 9, 46, 52, 15, 29, 2, 32, 50, 42, 3, 22, 23, 7, 36, 41, 51, 12, 34, 6, 31, 16, 33, 26, 24, 40, 39, 20, 44, 10, 18, 4, 35, 11, 14, 27, 21, 47, 0, 19, 1, 28, 13, 
51, 27, 3, 25, 29, 31, 21, 1, 41, 40, 17, 33, 7, 26, 47, 52, 45, 22, 38, 5, 16, 39, 46, 15, 49, 12, 32, 14, 4, 8, 44, 50, 30, 19, 28, 35, 37, 11, 42, 6, 36, 10, 0, 2, 20, 13, 24, 34, 18, 23, 9, 43, 48, 
14, 12, 31, 51, 19, 47, 35, 15, 17, 45, 49, 24, 8, 3, 41, 44, 6, 32, 39, 38, 9, 0, 40, 46, 11, 22, 37, 43, 25, 5, 52, 18, 27, 29, 7, 13, 1, 28, 21, 26, 33, 50, 42, 16, 30, 2, 48, 20, 10, 23, 34, 36, 4, 
33, 32, 27, 41, 51, 49, 44, 26, 13, 8, 47, 38, 43, 6, 7, 0, 52, 19, 3, 11, 22, 10, 9, 34, 29, 36, 2, 30, 39, 16, 23, 50, 45, 4, 46, 48, 35, 14, 42, 25, 1, 20, 37, 28, 31, 17, 24, 18, 21, 5, 12, 40, 15, 
42, 18, 2, 31, 27, 29, 36, 48, 32, 24, 49, 6, 37, 3, 26, 7, 44, 33, 51, 21, 8, 13, 15, 23, 47, 43, 19, 5, 14, 22, 35, 1, 17, 41, 16, 10, 38, 0, 52, 25, 50, 4, 45, 30, 9, 34, 28, 12, 40, 39, 20, 11, 46, 
9, 15, 19, 42, 33, 30, 26, 38, 39, 12, 36, 21, 6, 28, 18, 13, 52, 47, 49, 10, 27, 14, 11, 2, 24, 4, 23, 16, 20, 25, 35, 50, 48, 1, 22, 46, 45, 8, 5, 3, 44, 32, 37, 40, 51, 41, 7, 17, 43, 29, 34, 31, 0, 
51, 12, 6, 48, 24, 9, 40, 7, 31, 38, 10, 35, 52, 41, 36, 4, 47, 14, 15, 0, 8, 3, 42, 43, 26, 11, 22, 50, 34, 45, 28, 32, 21, 27, 30, 19, 29, 33, 1, 37, 23, 5, 2, 46, 18, 20, 16, 17, 25, 49, 39, 13, 44, 
11, 9, 14, 51, 26, 5, 52, 1, 37, 25, 33, 28, 43, 27, 2, 36, 16, 4, 48, 6, 7, 8, 0, 32, 45, 23, 12, 49, 35, 10, 40, 22, 41, 31, 24, 19, 44, 38, 17, 47, 34, 50, 21, 20, 13, 42, 29, 3, 30, 46, 15, 18, 39, 
6, 31, 12, 47, 17, 27, 24, 10, 20, 5, 18, 29, 23, 9, 52, 51, 22, 28, 30, 37, 21, 48, 33, 26, 50, 13, 45, 41, 44, 1, 19, 3, 46, 43, 11, 32, 16, 35, 7, 25, 34, 0, 39, 40, 36, 8, 2, 14, 4, 42, 49, 15, 38, 
32, 26, 7, 40, 1, 36, 3, 39, 41, 13, 46, 50, 10, 20, 24, 45, 34, 0, 42, 28, 15, 33, 38, 43, 21, 8, 5, 18, 4, 44, 29, 47, 52, 19, 51, 48, 37, 2, 31, 30, 12, 17, 14, 27, 49, 11, 22, 6, 16, 9, 35, 23, 25, 
5, 34, 19, 28, 14, 29, 20, 35, 26, 17, 31, 7, 37, 4, 21, 45, 51, 0, 1, 6, 27, 23, 3, 44, 41, 22, 49, 36, 48, 52, 24, 50, 38, 25, 12, 13, 30, 47, 10, 15, 32, 43, 9, 11, 39, 46, 18, 33, 42, 16, 40, 8, 2, 
25, 51, 17, 12, 8, 6, 24, 15, 46, 11, 37, 5, 34, 50, 28, 20, 1, 31, 49, 21, 38, 35, 26, 36, 23, 52, 47, 14, 0, 13, 7, 9, 44, 43, 40, 39, 33, 3, 32, 22, 48, 10, 27, 4, 30, 16, 18, 29, 45, 41, 2, 19, 42, 
40, 1, 31, 38, 30, 45, 10, 21, 43, 15, 33, 17, 20, 0, 4, 28, 35, 2, 23, 52, 16, 37, 19, 5, 12, 8, 34, 32, 14, 51, 18, 9, 41, 6, 11, 44, 7, 49, 48, 29, 42, 47, 27, 36, 13, 39, 25, 24, 3, 46, 22, 50, 26, 
33, 11, 1, 38, 51, 47, 20, 28, 3, 27, 40, 36, 35, 26, 32, 16, 45, 52, 43, 49, 39, 9, 10, 37, 4, 24, 14, 23, 2, 7, 8, 46, 41, 6, 21, 29, 34, 17, 0, 5, 25, 44, 13, 12, 48, 22, 30, 18, 42, 19, 50, 31, 15, 
45, 16, 35, 14, 26, 44, 39, 48, 1, 47, 23, 17, 12, 34, 37, 22, 36, 8, 41, 4, 29, 33, 5, 50, 51, 25, 28, 7, 21, 18, 20, 2, 6, 3, 38, 9, 43, 42, 40, 11, 19, 15, 10, 0, 24, 32, 27, 52, 49, 46, 31, 13, 30, 
48, 9, 30, 51, 35, 52, 29, 3, 16, 44, 25, 40, 20, 46, 26, 50, 24, 8, 45, 33, 2, 32, 14, 31, 18, 7, 47, 13, 41, 1, 4, 11, 19, 0, 22, 5, 17, 39, 15, 12, 38, 42, 27, 6, 34, 21, 49, 28, 10, 23, 43, 36, 37, 
16, 28, 6, 50, 8, 36, 51, 0, 48, 52, 26, 38, 23, 37, 12, 40, 18, 4, 33, 20, 15, 32, 13, 30, 45, 27, 29, 1, 10, 21, 31, 19, 44, 14, 34, 43, 5, 35, 17, 22, 47, 24, 25, 49, 9, 11, 7, 3, 2, 42, 41, 46, 39, 
35, 27, 24, 50, 26, 4, 16, 43, 49, 0, 15, 39, 1, 14, 25, 37, 19, 32, 28, 18, 7, 48, 5, 36, 33, 12, 20, 47, 29, 45, 41, 17, 44, 52, 51, 31, 13, 42, 2, 10, 8, 46, 23, 30, 38, 6, 9, 22, 40, 3, 21, 34, 11, 
17, 11, 0, 48, 35, 46, 22, 5, 18, 25, 7, 42, 33, 51, 50, 26, 19, 41, 37, 36, 14, 20, 12, 34, 29, 6, 52, 4, 23, 38, 28, 13, 8, 16, 44, 2, 9, 47, 49, 10, 40, 24, 15, 3, 21, 31, 43, 27, 1, 32, 39, 45, 30, 
38, 3, 17, 12, 2, 46, 23, 27, 10, 16, 33, 7, 52, 1, 28, 0, 25, 21, 6, 19, 14, 9, 29, 8, 13, 42, 35, 26, 4, 30, 18, 45, 20, 39, 15, 31, 11, 37, 36, 48, 24, 32, 34, 44, 22, 47, 49, 40, 5, 43, 51, 41, 50, 
50, 36, 3, 2, 39, 35, 52, 24, 0, 26, 28, 33, 8, 45, 13, 20, 23, 17, 38, 46, 4, 18, 42, 34, 32, 47, 44, 48, 43, 1, 21, 19, 7, 27, 31, 25, 49, 16, 29, 41, 12, 11, 14, 30, 37, 22, 15, 40, 9, 10, 51, 6, 5, 
37, 10, 42, 24, 40, 4, 43, 0, 3, 49, 39, 25, 20, 12, 7, 6, 22, 9, 38, 44, 41, 30, 35, 19, 29, 32, 1, 2, 8, 16, 31, 21, 47, 52, 46, 45, 48, 36, 50, 13, 51, 23, 11, 26, 18, 34, 15, 33, 27, 5, 17, 14, 28, 
29, 36, 48, 13, 47, 9, 35, 17, 39, 44, 40, 8, 42, 45, 25, 6, 28, 52, 51, 50, 15, 34, 38, 23, 20, 21, 7, 4, 0, 2, 30, 31, 19, 41, 33, 24, 22, 10, 5, 11, 12, 18, 14, 32, 27, 3, 37, 49, 46, 16, 43, 1, 26, 
19, 14, 12, 31, 7, 44, 3, 13, 26, 49, 21, 2, 16, 45, 28, 41, 32, 15, 9, 35, 48, 40, 23, 29, 4, 24, 37, 8, 30, 1, 17, 22, 34, 0, 46, 38, 51, 47, 42, 20, 11, 6, 36, 52, 33, 10, 5, 50, 39, 18, 25, 43, 27, 
50, 16, 30, 4, 48, 36, 17, 23, 24, 7, 3, 20, 33, 19, 10, 26, 47, 9, 6, 18, 38, 22, 21, 35, 25, 37, 42, 45, 27, 13, 31, 28, 2, 0, 51, 1, 15, 12, 29, 34, 14, 43, 11, 52, 8, 44, 39, 5, 32, 41, 40, 46, 49, 
